X,Y,R.mantel,P.mantel,R.cosine,P.cosine,P.transform,P.adjust,class.w
95,50,0.972255297146287,1,0.972828285981733,1,0,0,tomato
100,50,0.971404235666512,1,0.972020643829839,1,0,0,tomato
60,55,0.998673546313131,1,0.998704927564853,1,0,0,tomato
65,55,0.997350201297987,1,0.997412858143728,1,0,0,tomato
70,55,0.998074370204885,1,0.998117897896855,1,0,0,tomato
75,55,0.996425197918837,1,0.99650726153107,1,0,0,tomato
80,55,0.990972757536395,1,0.991160194469418,1,0,0,tomato
85,55,0.99045047026193,1,0.990645737724085,1,0,0,tomato
90,55,0.975342158405812,1,0.97583759532474,1,0,0,tomato
95,55,0.974499782238409,1,0.975029282247914,1,0,0,tomato
100,55,0.970780393655184,1,0.971417230093366,1,0,0,tomato
65,60,0.998186959960308,1,0.998230428672828,1,0,0,tomato
70,60,0.998405978333718,1,0.998443502896749,1,0,0,tomato
75,60,0.997603351069351,1,0.997659413300859,1,0,0,tomato
80,60,0.993759364163426,1,0.993888457128239,1,0,0,tomato
85,60,0.992774829612914,1,0.992923241211108,1,0,0,tomato
90,60,0.97894468756929,1,0.979368020385999,1,0,0,tomato
95,60,0.978193229536744,1,0.978646539418202,1,0,0,tomato
100,60,0.975585818262955,1,0.976117270705999,1,0,0,tomato
70,65,0.999529028334609,1,0.999540048752152,1,0,0,tomato
75,65,0.999246666228914,1,0.999264035474984,1,0,0,tomato
80,65,0.994912710835412,1,0.995017111638273,1,0,0,tomato
85,65,0.992825046889629,1,0.992974506495228,1,0,0,tomato
90,65,0.985397417293661,1,0.985678546914151,1,0,0,tomato
95,65,0.98522462863808,1,0.985521167410591,1,0,0,tomato
100,65,0.983110644046841,1,0.983471517709457,1,0,0,tomato
75,70,0.99927139610889,1,0.99928858499778,1,0,0,tomato
80,70,0.995568922621746,1,0.995660881974429,1,0,0,tomato
85,70,0.993642546865293,1,0.993776031624374,1,0,0,tomato
90,70,0.98442766092871,1,0.984735284601186,1,0,0,tomato
95,70,0.983510210107087,1,0.983849499115911,1,0,0,tomato
100,70,0.979681106710042,1,0.980122956271492,1,0,0,tomato
80,75,0.99533076214244,1,0.995429667402859,1,0,0,tomato
85,75,0.993225398772969,1,0.993370005304011,1,0,0,tomato
90,75,0.987501617638216,1,0.9877431311091,1,0,0,tomato
95,75,0.986623523418018,1,0.98689490960024,1,0,0,tomato
100,75,0.983787584015188,1,0.984137381858076,1,0,0,tomato
85,80,0.998923115255051,1,0.998947022946073,1,0,0,tomato
90,80,0.991555135104172,1,0.991728258326078,1,0,0,tomato
95,80,0.990056352717566,1,0.990267602614856,1,0,0,tomato
100,80,0.984918310616324,1,0.985249787060489,1,0,0,tomato
90,85,0.990945257874288,1,0.991133154803488,1,0,0,tomato
95,85,0.989445234565106,1,0.989670742958269,1,0,0,tomato
100,85,0.98419373638722,1,0.984540915376064,1,0,0,tomato
95,90,0.99950833528863,1,0.99951825329082,1,0,0,tomato
100,90,0.995264705900187,1,0.99536289166252,1,0,0,tomato
100,95,0.997320759411201,1,0.997377356132852,1,0,0,tomato
